PLANT,COMPANY,CAPACITY,YEAR,FUEL_TYPE,CITY,STATE,LATITUDE,LONGITUDE,STATUS
WOODLAKE LANDFILL,GAS RECOVERY SVCS,0.80,1994,LGAS,Eden Prairie,MN,44.85352,-93.42695,operational
WOODLAKE LANDFILL,GAS RECOVERY SVCS,0.80,1994,LGAS,Eden Prairie,MN,44.85352,-93.42695,operational
WOODLAKE LANDFILL,GAS RECOVERY SVCS,0.80,1994,LGAS,Eden Prairie,MN,44.85352,-93.42695,operational
WOODLAKE LANDFILL,GAS RECOVERY SVCS,0.80,1994,LGAS,Eden Prairie,MN,44.85352,-93.42695,operational
ARNOLD LANDFILL,GAS RECOVERY SVCS,0.10,1995,LGAS,Arnold,MO,38.42960,-90.40577,operational
ATHERTON,LITTLE BLUE VALLEY SEWER,0.76,1989,WSTWSL,Independence,MO,39.10540,-94.40407,operational
BALDWYN RIVERWOOD,RIVERWOOD PRODUCTS,0.30,1994,WOOD,Baldwyn,MS,34.51894,-88.63498,operational
COLUMBUS HOG FUEL,WEYERHAEUSER CO,46,1982,WOOD,Columbus,MS,33.43599,-88.55594,operational
COLUMBUS HOG FUEL,WEYERHAEUSER CO,15,1982,WOOD,Columbus,MS,33.43599,-88.55594,operational
COLUMBUS HOG FUEL,WEYERHAEUSER CO,4,1982,WOOD,Columbus,MS,33.43599,-88.55594,operational
COLUMBUS HOG FUEL,WEYERHAEUSER CO,64,1990,LIQ,Columbus,MS,33.43599,-88.55594,operational
EUPORA,MOHASCO UPHOLSTERED FURN,0.28,1986,WOOD,Eupora,MS,33.60721,-89.37600,operational
GRENADA COUNTY,MEMPHIS HARDWOOD FLOORING,0.53,0,WOOD,Grenada,MS,33.74562,-89.80239,operational
HAZLEHURST,KITCHEN BROTHERS MFG CO,1.90,0,WOOD,Hazlehurst,MS,31.85507,-90.49280,operational
LAWRENCE COUNTY (MS),GEORGIA-PACIFIC CORP,60,1968,WOOD,Monticello,MS,31.49956,-90.16152,operational
LEAF RIVER,GEORGIA-PACIFIC CORP,24,1984,WOOD,New Augusta,MS,31.12832,-89.05416,operational
MORTON LUMBER MILL,INTERNATIONAL PAPER CO,1,1990,WOOD,Morton,MS,32.40879,-89.65144,operational
MOSS POINT MILL,INTERNATIONAL PAPER CO,16,0,WOOD,Moss Point,MS,30.53903,-88.49589,operational
MOSS POINT MILL,INTERNATIONAL PAPER CO,16,0,WOOD,Moss Point,MS,30.53903,-88.49589,operational
NEWTON COUNTY,LA-Z-BOY SOUTH INC,0.35,0,WOOD,Newton,MS,32.28456,-89.13913,operational
TIE PLANT,KOPPERS CO,0.60,1981,WOOD,Tie Plant,MS,33.78231,-89.82791,operational
VICKSBURG MILL,INTERNATIONAL PAPER CO,25.26,0,WOOD,Vicksburg,MS,32.24280,-90.84265,operational
VICKSBURG MILL,INTERNATIONAL PAPER CO,25.26,0,WOOD,Vicksburg,MS,32.24280,-90.84265,operational
,Eagle Mill Manufacturing,0.75,0,,Hall,MT,46.57619,-113.17718,operational
,City of Billing WWTP,0.50,0,,Billings,MT,45.58362,-108.34113,operational
,Smurfit-Stone Container Kraft Mill,17.50,0,,Frenchtown,MT,47.04090,-114.24036,operational
ASHEBORO,BIOMASS ENERGY LLC,3,1987,WOOD,Asheboro,NC,35.71771,-79.79368,operational
BLACKBURN LANDFILL,CATAWBA COUNTY,1,1999,LGAS,Newton,NC,35.65121,-81.23001,operational
BLACKBURN LANDFILL,CATAWBA COUNTY,1,1999,LGAS,Newton,NC,35.65121,-81.23001,operational
BLACKBURN LANDFILL,CATAWBA COUNTY,1,1999,LGAS,Newton,NC,35.65121,-81.23001,operational
CHARLOTTE LANDFILL,GAS RECOVERY SYSTEMS LLC,5,1999,LGAS,Concord,NC,35.39329,-80.53522,operational
CRAVEN COUNTY BIOMASS,CMS GENERATION CO,50,1990,WOOD,New Bern,NC,35.12163,-76.98771,operational
DARRELL SMITH FARM,SMITH D,0.08,1983,DGAS,Princeton,NC,35.44871,-78.18090,operational
FAYETTEVILLE BCH,QUIXX CORP,17,1995,REF,Fayetteville,NC,35.07103,-78.87758,operational
HANES MILL ROAD,LANDFILL ENERGY SYSTEMS,4.30,1996,LGAS,Winston Salem,NC,36.10234,-80.21304,operational
HARNETT COUNTY LANDFILL,HARNETT COUNTY,0.80,1995,LGAS,Erwin,NC,35.30059,-78.73032,operational
HARNETT COUNTY LANDFILL,HARNETT COUNTY,0.80,1995,LGAS,Erwin,NC,35.30059,-78.73032,operational
MECKLENBURG COUNTY WTE,K-K FERGUSON,7.50,1989,REF,Charlotte,NC,35.22717,-80.84322,operational
NEW HANOVER COUNTY WTE,NEW HANOVER COUNTY,5.70,1991,REF,Wilmington,NC,34.27503,-77.96018,operational
OLD FORT MID-SOUTH,MID-SOUTH COGEN INC,7.50,1992,WOOD,Old Fort,NC,35.64159,-82.19706,operational
PLYMOUTH WEYER,WEYERHAEUSER CO,113,1988,WOOD,Plymouth,NC,35.77338,-76.75411,operational
RIEGELWOOD,INTERNATIONAL PAPER CO,25,0,WOOD,Riegelwood,NC,34.33560,-78.25478,operational
RIEGELWOOD,INTERNATIONAL PAPER CO,25,0,WOOD,Riegelwood,NC,34.33560,-78.25478,operational
RIEGELWOOD,INTERNATIONAL PAPER CO,25,0,WOOD,Riegelwood,NC,34.33560,-78.25478,operational
RIEGELWOOD,INTERNATIONAL PAPER CO,25,0,WOOD,Riegelwood,NC,34.33560,-78.25478,operational
ROWLAND LANDFILL,NATURAL POWER INC,0.40,1984,LGAS,Raleigh,NC,35.77407,-78.63436,operational
ROWLAND LANDFILL,NATURAL POWER INC,0.40,1984,LGAS,Raleigh,NC,35.77407,-78.63436,operational
WINSTON-SALEM CPC,CPC INTERNATIONAL INC,6.50,1986,WOOD,Winston Salem,NC,36.10234,-80.21304,operational
WINSTON-SALEM LEGC,LEGC NO 1 INC,0.90,1990,LGAS,Winston Salem,NC,36.10234,-80.21304,operational
DOUGLAS COUNTY LANDFILL,OMAHA PUBLIC POWER DIST,0.80,2002,LGAS,Bennington,NE,41.36144,-96.18361,operational
DOUGLAS COUNTY LANDFILL,OMAHA PUBLIC POWER DIST,0.80,2002,LGAS,Bennington,NE,41.36144,-96.18361,operational
DOUGLAS COUNTY LANDFILL,OMAHA PUBLIC POWER DIST,0.80,2002,LGAS,Bennington,NE,41.36144,-96.18361,operational
DOUGLAS COUNTY LANDFILL,OMAHA PUBLIC POWER DIST,0.80,2002,LGAS,Bennington,NE,41.36144,-96.18361,operational
THERESA STREET WWTP,CITY OF LINCOLN,0.45,0,DGAS,Lincoln,NE,40.81692,-96.71079,operational
THERESA STREET WWTP,CITY OF LINCOLN,0.45,0,DGAS,Lincoln,NE,40.81692,-96.71079,operational
AES HEMPHILL,AES CORP,16,1986,WOOD,Springfield,NH,43.49693,-72.02932,operational
BELMONT MILLS,BELMONT MILLS PWR ASSOC,0.65,1986,WOOD,Belmont,NH,43.47107,-71.46796,operational
BENNINGTON MILL,MONADNOCK PAPER,20,0,WOOD,Bennington,NH,43.02131,-71.90329,operational
BERLIN (NH) MILL,FRASER PAPERS INC,10,1980,WOOD,Berlin,NH,44.46424,-71.27130,operational
BRIDGEWATER (NH),BRIDGEWATER POWER CO LP,16.30,1987,WOOD,Ashland,NH,43.70570,-71.58919,operational
CLAREMONT (NH) WTE,WHEELABRATOR TECHNOLOGIES,5,1987,REF,Claremont,NH,43.35474,-72.32840,operational
CONCORD (NH) STEAM,CONCORD STEAM CORP,1.30,1984,WOOD,Concord,NH,43.24030,-71.52578,operational
CONCORD (NH) WTE,WHEELABRATOR TECHNOLOGIES,14,1989,REF,Penacook,NH,0.00000,0.00000,operational
DIXVILLE NOTCH,TILLOTSON RUBBER CO,0.60,1979,WOOD,Dixville Notch,NH,0.00000,0.00000,operational
DUNBARTON ROAD LANDFILL,ENERGY TACTICS INC,0.90,1988,LGAS,Manchester,NH,42.99029,-71.46452,operational
GILSON RD HAZARD WST,NH WATER SUPPLY & POLLUTN,0.18,1988,REF,Nashua,NH,42.73882,-71.46066,operational
GROVETON MILL,WAUSAU-MOSINEE PAPER CORP,6.50,1947,WOOD,Groveton,NH,44.59767,-71.43729,operational
MANCHESTER (NH) IPNA,INDEPENDENT PWR NRTH AMER,0.30,1983,WOOD,Manchester,NH,42.99029,-71.46452,operational
NASHUA LANDFILL,MINNESOTA METHANE LLC,0.95,1995,LGAS,Nashua,NH,42.73882,-71.46066,operational
NASHUA LANDFILL,MINNESOTA METHANE LLC,2.15,1995,LGAS,Nashua,NH,42.73882,-71.46066,operational
NASHUA WWTP,NASHUA PUBLIC WORKS DIV,0.37,2000,DGAS,Nashua,NH,42.73882,-71.46066,operational
PINETREE BETHLEHEM (NH),SUEZ ENERGY GENERATION NA,17.10,1986,WOOD,Bethlehem,NH,44.22033,-71.52278,operational
PINETREE TAMWORTH,SUEZ ENERGY GENERATION NA,20,1987,WOOD,West Ossipee,NH,43.84703,-71.19527,operational
TURNKEY LANDFILL,BIO-ENERGY PARTNERS,0.80,1992,LGAS,Rochester,NH,43.26530,-70.98899,operational
TURNKEY LANDFILL,BIO-ENERGY PARTNERS,0.80,1992,LGAS,Rochester,NH,43.26530,-70.98899,operational
TURNKEY LANDFILL,BIO-ENERGY PARTNERS,0.80,1992,LGAS,Rochester,NH,43.26530,-70.98899,operational
TURNKEY LANDFILL,BIO-ENERGY PARTNERS,3.05,1997,LGAS,Rochester,NH,43.26530,-70.98899,operational
TURNKEY LANDFILL,BIO-ENERGY PARTNERS,3.05,1997,LGAS,Rochester,NH,43.26530,-70.98899,operational
WHITEFIELD,WHITEFIELD POWER & LIGHT CO,16.05,1987,WOOD,Whitefield,NH,44.34559,-71.57596,operational
ACUA HANNEMAN ENV PARK,ATLANTIC COUNTY UTILTIES AUTH,1.60,2005,LGAS,Egg Harbor Township,NJ,39.39691,-74.63031,operational
ACUA LANDFILL,MARINA ENERGY,1.40,2004,LGAS,Egg Harbor Township,NJ,39.39691,-74.63031,operational
CAMDEN (NJ) WTE,CAMDEN COUNTY ENERGY RECOVERY,34,1991,REF,Camden,NJ,39.94583,-75.12191,operational
EDGEBORO LANDFILL,MINNESOTA METHANE LLC,10.80,1997,LGAS,East Brunswick,NJ,40.41706,-74.41578,operational
EP DECHER WWTP,ESSEX & UNION COUNTIES,0.44,1984,DGAS,Elizabeth,NJ,40.67455,-74.17530,operational
EP DECHER WWTP,ESSEX & UNION COUNTIES,0.44,1984,DGAS,Elizabeth,NJ,40.67455,-74.17530,operational
EP DECHER WWTP,ESSEX & UNION COUNTIES,0.44,1984,DGAS,Elizabeth,NJ,40.67455,-74.17530,operational
ESSEX COUNTY WTE,AMERICAN REF-FUEL CO LLC,35,1990,REF,Newark,NJ,40.73109,-74.17410,operational
ESSEX COUNTY WTE,AMERICAN REF-FUEL CO LLC,35,1990,REF,Newark,NJ,40.73109,-74.17410,operational
GLOUCESTER COUNTY WTE,WHEELABRATOR TECHNOLOGIES,14,1990,REF,Westville,NJ,39.86394,-75.14055,operational
HAMMS LANDFILL,ENERGY TACTICS INC,0.60,1990,LGAS,Lafayette,NJ,41.11237,-74.67790,operational
HAMMS LANDFILL,ENERGY TACTICS INC,0.60,1990,LGAS,Lafayette,NJ,41.11237,-74.67790,operational
HMDC BALEFILL,MINNESOTA METHANE LLC,1.90,1998,LGAS,Balefill,NJ,0.00000,0.00000,operational
HMDC BALEFILL,MINNESOTA METHANE LLC,1.90,1998,LGAS,Balefill,NJ,0.00000,0.00000,operational
HMDC KINGSLAND,MINNESOTA METHANE LLC,0.95,1999,LGAS,Kingsland,NJ,0.00000,0.00000,operational
HMDC KINGSLAND,MINNESOTA METHANE LLC,0.95,1999,LGAS,Kingsland,NJ,0.00000,0.00000,operational
KINSLEY LANDFILL,UNITED ENVIRONMENTAL SVCS,0.50,1985,LGAS,Deptford Twnshp,NJ,0.00000,0.00000,operational
KINSLEY LANDFILL,UNITED ENVIRONMENTAL SVCS,0.50,1985,LGAS,Deptford Twnshp,NJ,0.00000,0.00000,operational
KINSLEY LANDFILL,UNITED ENVIRONMENTAL SVCS,0.50,1985,LGAS,Deptford Twnshp,NJ,0.00000,0.00000,operational
KINSLEY LANDFILL,UNITED ENVIRONMENTAL SVCS,0.50,1985,LGAS,Deptford Twnshp,NJ,0.00000,0.00000,operational
L&D LANDFILL,BIO-ENERGY PARTNERS,3,1990,LGAS,Mount Holly,NJ,40.00089,-74.78624,operational
L&D LANDFILL,BIO-ENERGY PARTNERS,1.25,1990,LGAS,Mount Holly,NJ,40.00089,-74.78624,operational
MANCHESTER TOWNSHIP,LANDFILL ENERGY SYSTEMS,0.80,1997,LGAS,Manchester Township,NJ,39.96773,-74.39507,operational
MANCHESTER TOWNSHIP,LANDFILL ENERGY SYSTEMS,0.80,1997,LGAS,Manchester Township,NJ,39.96773,-74.39507,operational
MANCHESTER TOWNSHIP,LANDFILL ENERGY SYSTEMS,0.80,1997,LGAS,Manchester Township,NJ,39.96773,-74.39507,operational
MANCHESTER TOWNSHIP,LANDFILL ENERGY SYSTEMS,0.80,1997,LGAS,Manchester Township,NJ,39.96773,-74.39507,operational
MANCHESTER TOWNSHIP,LANDFILL ENERGY SYSTEMS,0.80,1997,LGAS,Manchester Township,NJ,39.96773,-74.39507,operational
MANCHESTER TOWNSHIP,LANDFILL ENERGY SYSTEMS,0.80,1997,LGAS,Manchester Township,NJ,39.96773,-74.39507,operational
MONMOUTH COUNTY,DQE ENERGY SVCS,4.50,1998,LGAS,Tinton Falls,NJ,0.00000,0.00000,operational
MONMOUTH COUNTY,DQE ENERGY SVCS,4.50,1998,LGAS,Tinton Falls,NJ,0.00000,0.00000,operational
PENNSAUKEN LANDFILL,PPL ENERGYPLUS,0.93,2004,LGAS,Pennsauken,NJ,39.96936,-75.05722,operational
PENNSAUKEN LANDFILL,PPL ENERGYPLUS,0.93,2004,LGAS,Pennsauken,NJ,39.96936,-75.05722,operational
PENNSAUKEN LANDFILL,PPL ENERGYPLUS,0.93,2004,LGAS,Pennsauken,NJ,39.96936,-75.05722,operational
UNION COUNTY WTE,COVANTA ENERGY CORP,44,1994,REF,Rahway,NJ,40.61200,-74.28021,operational
WARREN COUNTY (NJ) WTE,COVANTA ENERGY CORP,13.50,1988,REF,Oxford,NJ,40.82206,-74.98143,operational
LOS ANGELES LANDFILL,CITY OF ALBUQUERQUE,0.08,1999,LGAS,Albuquerque,NM,35.09371,-106.64277,operational
ROSWELL COGEN,CITY OF ROSWELL,0.15,0,BIOMASS,Roswell,NM,33.40119,-104.30469,operational
SBS WOOD,SBS WOOD SHAVINGS,0.02,2003,BGAS,Ruidoso,NM,33.35944,-105.64006,operational
SOUTHSIDE WWTP,CITY OF ALBUQUERQUE,1.13,1987,DGAS,Albuquerque,NM,35.09371,-106.64277,operational
SOUTHSIDE WWTP,CITY OF ALBUQUERQUE,1.13,1987,DGAS,Albuquerque,NM,35.09371,-106.64277,operational
SOUTHSIDE WWTP,CITY OF ALBUQUERQUE,0.30,1987,DGAS,Albuquerque,NM,35.09371,-106.64277,operational
ZUNI FURNITURE,ZUNI FURNITRE ENTERPRISE,0.02,2004,BGAS,Zuni,NM,35.06759,-108.79235,operational
AA DAIRY,AA DAIRY,0.13,1998,BGAS,Candor,NY,42.19429,-76.33597,operational
AL TURI LANDFILL,MIDDLETOWN LFG LTD,1.67,1987,LGAS,Goshen,NY,41.38601,-74.31723,operational
AL TURI LANDFILL,MIDDLETOWN LFG LTD,1.67,1987,LGAS,Goshen,NY,41.38601,-74.31723,operational
AL TURI LANDFILL,MIDDLETOWN LFG LTD,1.67,1987,LGAS,Goshen,NY,41.38601,-74.31723,operational
BABYLON OMS,COVANTA ENERGY CORP,17,1989,REF,West Babylon,NY,40.71493,-73.35989,operational
BAY SHORE HUBBARD,HUBBARD SAND & GRAVEL,3,1989,WOOD,Bay shore,NY,40.73898,-73.26014,operational
BERLIN COWEE,WJ COWEE INC,0.50,1985,WOOD,Berlin,NY,42.67352,-73.33067,operational
BINGHAMTON-JOHNSON,BINGHAMTON-JOHNSON CITY,0.20,1987,DGAS,Binghamton,NY,42.17384,-75.86988,operational
CAL BAN,CAL BAN POWER INC,0.60,1983,LGAS,Allegany,NY,42.12247,-78.52455,operational
CHATEAUGAY,BORALEX INC,20,1993,WOOD,Chateaugay,NY,44.90764,-74.06327,operational
CONEY ISLAND WWTP,NEW YORK DEPT ENV PROT,1.60,0,DGAS,Brooklyn,NY,40.69560,-73.99067,operational
CONEY ISLAND WWTP,NEW YORK DEPT ENV PROT,1.60,0,DGAS,Brooklyn,NY,40.69560,-73.99067,operational
CURTIN BROTHERS FARM,CURTIN BROTHERS FARM,0.07,0,LGAS,Oneida,NY,43.07191,-75.65776,operational
DAIRY DEVELOPMENT,DAIRY DEVELOPMENT INTL LLC,0.12,2002,BGAS,Homer,NY,42.70403,-76.22050,operational
DEFAZIO,DEFAZIO JS,0.01,0,LGAS,Pittsford,NY,43.06186,-77.52588,operational
DUTCHESS COUNTY WTE,MONTENAY POWER CORP,10,1988,REF,Poughkeepsie,NY,41.70587,-73.92228,operational
EAST NORTHPORT LANDFILL,HO PENN MACHINERY,0.60,1984,LGAS,Huntington,NY,40.88324,-73.41951,operational
EAST NORTHPORT LANDFILL,HO PENN MACHINERY,0.60,1984,LGAS,Huntington,NY,40.88324,-73.41951,operational
GLENS FALLS COGEN,FINCH PRUYN & CO,13.32,1987,WOOD,Glens Falls,NY,43.31084,-73.64220,operational
HEMPSTEAD WTE,AMERICAN REF-FUEL CO LLC,72,1989,REF,Westbury,NY,40.75797,-73.57725,operational
HIGH ACRES LANDFILL,BIO-ENERGY PARTNERS,0.40,1991,LGAS,Perinton,NY,0.00000,0.00000,operational
HIGH ACRES LANDFILL,BIO-ENERGY PARTNERS,0.40,1991,LGAS,Perinton,NY,0.00000,0.00000,operational
HIGH ACRES LANDFILL,BIO-ENERGY PARTNERS,0.40,1991,LGAS,Perinton,NY,0.00000,0.00000,operational
HIGH ACRES LANDFILL,BIO-ENERGY PARTNERS,0.40,1991,LGAS,Perinton,NY,0.00000,0.00000,operational
HIGH ACRES LANDFILL,BIO-ENERGY PARTNERS,0.40,1991,LGAS,Perinton,NY,0.00000,0.00000,operational
HIGH ACRES LANDFILL,BIO-ENERGY PARTNERS,0.40,1991,LGAS,Perinton,NY,0.00000,0.00000,operational
HOBART LANDFILL,R-M ENERGY,0.15,0,LGAS,Hobart,NY,42.32978,-74.67533,operational
HOLTSVILLE LANDFILL,HO PENN MACHINERY,0.60,1983,LGAS,Holtsville,NY,40.81718,-73.04536,operational
HORSEBLOCK LANDFILL,HO PENN MACHINERY,0.46,1984,LGAS,Yaphank,NY,40.83461,-72.91734,operational
HORSEBLOCK LANDFILL,HO PENN MACHINERY,0.46,1984,LGAS,Yaphank,NY,40.83461,-72.91734,operational
HORSEBLOCK LANDFILL,HO PENN MACHINERY,0.46,1984,LGAS,Yaphank,NY,40.83461,-72.91734,operational
HORSEBLOCK LANDFILL,HO PENN MACHINERY,0.46,1984,LGAS,Yaphank,NY,40.83461,-72.91734,operational
HORSEBLOCK LANDFILL,HO PENN MACHINERY,0.46,1984,LGAS,Yaphank,NY,40.83461,-72.91734,operational
HORSEBLOCK LANDFILL,HO PENN MACHINERY,0.46,1984,LGAS,Yaphank,NY,40.83461,-72.91734,operational
HUDSON FALLS WTE,WHEELABRATOR TECHNOLOGIES,15.40,1992,REF,Hudson Falls,NY,43.35689,-73.55053,operational
HUNTINGTON (NY) WTE,COVANTA ENERGY CORP,25,1991,REF,East Northport,NY,40.86141,-73.31272,operational
ISLIP LANDFILL,JWP ENERGY & ENVIRONMENT,0.57,1989,LGAS,Hauppauge,NY,40.82163,-73.20833,operational
ISLIP LANDFILL,JWP ENERGY & ENVIRONMENT,0.57,1989,LGAS,Hauppauge,NY,40.82163,-73.20833,operational
ISLIP LANDFILL,JWP ENERGY & ENVIRONMENT,0.57,1989,LGAS,Hauppauge,NY,40.82163,-73.20833,operational
ISLIP LANDFILL,JWP ENERGY & ENVIRONMENT,0.57,1989,LGAS,Hauppauge,NY,40.82163,-73.20833,operational
ISLIP LANDFILL,JWP ENERGY & ENVIRONMENT,0.57,1989,LGAS,Hauppauge,NY,40.82163,-73.20833,operational
ISLIP LANDFILL,JWP ENERGY & ENVIRONMENT,0.57,1989,LGAS,Hauppauge,NY,40.82163,-73.20833,operational
ISLIP LANDFILL,JWP ENERGY & ENVIRONMENT,0.57,1989,LGAS,Hauppauge,NY,40.82163,-73.20833,operational
ITHACA WWTP,CITY OF ITHACA,0.20,1988,DGAS,Ithaca,NY,42.43399,-76.43984,operational
LANCASTER LANDFILL,INNOVATIVE ENERGY SYS INC,3.25,1990,LGAS,Lancaster,NY,42.91348,-78.62877,operational
LANCASTER LANDFILL,INNOVATIVE ENERGY SYS INC,3.25,1991,LGAS,Lancaster,NY,42.91348,-78.62877,operational
LEWISTON WWTP,TOWN OF LEWISTON,0.06,2001,DGAS,Lewiston,NY,43.17509,-78.99022,operational
LONG BEACH (NY),LONG BEACH RECYC/RCVRY,3.80,1988,REF,Long Beach,NY,40.58683,-73.64744,operational
LYONSDALE COGEN,NGP POWER CORP,19,1993,WOOD,Lyons Falls,NY,43.62700,-75.33729,operational
MACARTHUR WTE,MONTENAY POWER CORP,8,1989,REF,Islip,NY,40.73443,-73.21358,operational
MATLINK FARM,MATLINK DAIRY FARM INC,0.13,2001,BGAS,Clymer,NY,42.03613,-79.64488,operational
MCCONNELLSVILLE,HARDEN FURNITURE CO,0.66,1986,WOOD,Mc Connellsville,NY,43.27562,-75.69324,operational
MILBROOK DAIRY,SPACE R,0.03,1985,DGAS,Ithaca,NY,42.43399,-76.43984,operational
MODERN LANDFILL (NY),INNOVATIVE ENERGY SYS INC,6.90,0,LGAS,Model City,NY,43.17870,-78.98283,operational
MONROE-LIVINGSTON LANDFILL,BIO-ENERGY PARTNERS,0.80,1988,LGAS,Scottsville,NY,43.02148,-77.79463,operational
MONROE-LIVINGSTON LANDFILL,BIO-ENERGY PARTNERS,0.80,1988,LGAS,Scottsville,NY,43.02148,-77.79463,operational
MONROE-LIVINGSTON LANDFILL,BIO-ENERGY PARTNERS,0.80,1988,LGAS,Scottsville,NY,43.02148,-77.79463,operational
MONROE-LIVINGSTON LANDFILL,BIO-ENERGY PARTNERS,0.80,1988,LGAS,Scottsville,NY,43.02148,-77.79463,operational
NIAGARA FALLS WTE,AMERICAN REF-FUEL CO LLC,25,1980,REF,Niagara Falls,NY,43.09407,-79.03687,operational
NIAGARA FALLS WTE,AMERICAN REF-FUEL CO LLC,25,1980,REF,Niagara Falls,NY,43.09407,-79.03687,operational
NYPA FUEL CELLS,NEW YORK POWER AUTHORITY,0.20,2002,DGAS,,NY,0.00000,0.00000,operational
NYPA FUEL CELLS,NEW YORK POWER AUTHORITY,0.20,2002,DGAS,,NY,0.00000,0.00000,operational
NYPA FUEL CELLS,NEW YORK POWER AUTHORITY,0.20,2002,DGAS,,NY,0.00000,0.00000,operational
NYPA FUEL CELLS,NEW YORK POWER AUTHORITY,0.20,2002,DGAS,,NY,0.00000,0.00000,operational
NYPA FUEL CELLS,NEW YORK POWER AUTHORITY,0.20,2002,DGAS,,NY,0.00000,0.00000,operational
NYPA FUEL CELLS,NEW YORK POWER AUTHORITY,0.20,2002,DGAS,,NY,0.00000,0.00000,operational
NYPA FUEL CELLS,NEW YORK POWER AUTHORITY,0.20,2002,DGAS,,NY,0.00000,0.00000,operational
NYPA FUEL CELLS,NEW YORK POWER AUTHORITY,0.20,2002,DGAS,,NY,0.00000,0.00000,operational
OCEANSIDE (NY),ENERGY TACTICS INC,0.52,1990,LGAS,Oceanside,NY,40.63717,-73.63868,operational
OCEANSIDE (NY),ENERGY TACTICS INC,0.52,1990,LGAS,Oceanside,NY,40.63717,-73.63868,operational
OCEANSIDE (NY),ENERGY TACTICS INC,0.52,1990,LGAS,Oceanside,NY,40.63717,-73.63868,operational
OCEANSIDE (NY),ENERGY TACTICS INC,0.52,1990,LGAS,Oceanside,NY,40.63717,-73.63868,operational
OCEANSIDE (NY),ENERGY TACTICS INC,0.52,1990,LGAS,Oceanside,NY,40.63717,-73.63868,operational
OCEANSIDE (NY),ENERGY TACTICS INC,0.52,1990,LGAS,Oceanside,NY,40.63717,-73.63868,operational
OCEANSIDE (NY),ENERGY TACTICS INC,0.52,1990,LGAS,Oceanside,NY,40.63717,-73.63868,operational
OCEANSIDE (NY),ENERGY TACTICS INC,0.52,1990,LGAS,Oceanside,NY,40.63717,-73.63868,operational
OGDENSBURG NICHOLS,NICHOLS B,0.06,1986,LGAS,Oswegatchie,NY,44.22849,-75.10086,operational
OLD BETHPAGE LANDFILL,ENERGY TACTICS INC,0.75,1986,LGAS,Old Bethpage,NY,40.74998,-73.45482,operational
OLD BETHPAGE LANDFILL,ENERGY TACTICS INC,0.75,1986,LGAS,Old Bethpage,NY,40.74998,-73.45482,operational
ONONDAGA COUNTY LANDFILL,ENERGY TACTICS INC,0.50,1987,LGAS,Camillus,NY,43.03823,-76.31234,operational
ONONDAGA COUNTY LANDFILL,ENERGY TACTICS INC,0.50,1987,LGAS,Camillus,NY,43.03823,-76.31234,operational
ONONDAGA COUNTY WTE,COVANTA ENERGY CORP,13,1995,REF,Jamesville,NY,42.97680,-76.07470,operational
ONONDAGA COUNTY WTE,COVANTA ENERGY CORP,13,1995,REF,Jamesville,NY,42.97680,-76.07470,operational
ONONDAGA COUNTY WTE,COVANTA ENERGY CORP,13,1995,REF,Jamesville,NY,42.97680,-76.07470,operational
OSWEGO COUNTY ERF,OSWEGO COUNTY ERF,4,1986,REF,Fulton,NY,43.34829,-76.38580,operational
OWLS HEAD WWTP,NEW YORK DEPT ENV PROT,2.25,0,DGAS,Brooklyn,NY,40.69560,-73.99067,operational
RED HOOK WWTP,NEW YORK DEPT ENV PROT,0.30,0,DGAS,Brooklyn,NY,40.69560,-73.99067,operational
RED HOOK WWTP,NEW YORK DEPT ENV PROT,0.30,0,DGAS,Brooklyn,NY,40.69560,-73.99067,operational
RED HOOK WWTP,NEW YORK DEPT ENV PROT,0.30,0,DGAS,Brooklyn,NY,40.69560,-73.99067,operational
SENECA MEADOWS LANDFILL,INNOVATIVE ENERGY SYS INC,0.80,1996,LGAS,Waterloo,NY,42.91958,-76.90102,operational
SENECA MEADOWS LANDFILL,INNOVATIVE ENERGY SYS INC,0.80,1996,LGAS,Waterloo,NY,42.91958,-76.90102,operational
SENECA MEADOWS LANDFILL,INNOVATIVE ENERGY SYS INC,0.80,1996,LGAS,Waterloo,NY,42.91958,-76.90102,operational
SENECA MEADOWS LANDFILL,INNOVATIVE ENERGY SYS INC,0.80,1996,LGAS,Waterloo,NY,42.91958,-76.90102,operational
SENECA MEADOWS LANDFILL,INNOVATIVE ENERGY SYS INC,0.80,1996,LGAS,Waterloo,NY,42.91958,-76.90102,operational
SMITHTOWN LANDFILL,ENERGY TACTICS INC,0.50,1986,LGAS,Kings Park,NY,40.89252,-73.24304,operational
SMITHTOWN LANDFILL,ENERGY TACTICS INC,0.50,1986,LGAS,Kings Park,NY,40.89252,-73.24304,operational
ST LAWRENCE COUNTY,HARBERT POWER CORPORATION,6.20,1984,REF,Ogdensburg,NY,44.61889,-75.54005,operational
SUNY CANTON,STATE UNIV OF NEW YORK,0.01,1980,LGAS,Canton,NY,44.60376,-75.17329,operational
TEMPLETON (NY),TEMPLETON ENERGY INC,0.20,1986,LGAS,Gerry,NY,42.23965,-79.14675,operational
TICONDEROGA INTL PAPER,INTERNATIONAL PAPER CO,35,1950,WOOD,Ticonderoga,NY,43.86327,-73.51058,operational
TWIN BIRCH DAIRY,TWIN BIRCH DAIRY,0.12,2002,BGAS,Skaneateles,NY,42.90369,-76.36836,operational
