chem_code,chemalpha_cd,chemname
1169,85075,"LAURYL DIETHANOLAMIDE"
3262,85087,"LAURYL DIETHYLENE DIAMINO GLYCINE"
2636,85100,"LAURYL DIMETHYLAMINE OXIDE"
1089,85300,"LAURYL METHACRYLATE"
3677,85350,"LAURYL METHACRYLATE POLYMER"
3678,85375,"LAURYL POLYOXYETHYLENE SULFATE"
1238,85400,"LAURYL PYRIDINIUM-5-CHLORO-2-MERCAPTO BENZOTHIAZOLE"
5771,85450,"LAURYL SULFATE"
2637,85500,"LAURYL SULFATE SALTS"
5017,85525,"LAVANDIN OIL"
5967,85530,"LAVANDULYL SENECIOATE"
2638,85600,"LEAD"
354,85700,"LEAD ARSENATE, BASIC"
353,85800,"LEAD ARSENATE (STANDARD)"
1106,85900,"LEAD METASILICATE"
3264,85950,"LECITHIN"
1271,86000,"LEAD MONOXIDE"
2639,86100,"LEONIL DB POWDER"
1676,86300,"LEPTOPHOS"
91676,86310,"LEPTOPHOS, OTHER RELATED"
1866,86350,"LEVULINIC ACID, CHLORINATED"
2640,86400,"LIGNIN"
1763,86410,"LIGNIN SULFATE (SODIUM SALT)"
1765,86420,"LIGNIN SULFONIC ACID"
2641,86430,"LIGNIN SULFONIC ACID, AMMONIUM SALT"
1981,86432,"LIGNIN SULFONIC ACID, CALCIUM SALT"
1925,86435,"LIGNIN SULFONIC ACID, COPPER SALT"
1769,86440,"LIGNIN SULFONIC ACID, IRON SALT"
1926,86445,"LIGNIN SULFONIC ACID, MAGNESIUM SALT"
1770,86450,"LIGNIN SULFONIC ACID, MANGANESE SALT"
1783,86460,"LIGNIN SULFONIC ACID, METAL SALTS"
1768,86480,"LIGNIN SULFONIC ACID, ZINC SALT"
1771,86490,"LIGNIN SULFONIC ACID, ZINC, MANGANESE & IRON SALTS"
3265,86493,"LIGNOFLEX"
2642,86495,"LIGROIN"
977,86500,"LIME"
358,86600,"LIME-SULFUR"
979,86700,"LIMONENE"
2643,86720,"LIMONIA 19-11189"
2239,86750,"LINALOOL"
359,86800,"LINDANE"
1520,86900,"LINEAR ALKYL SULFONATE"
1836,86950,"LINEAR ALKYL SULFONATE, POTASSIUM SALT"
3930,86975,"LINEAR PRIMARY ALCOHOLS, C12-C15"
1157,87000,"LINOLEIC ACID"
2005,87100,"LINOLENIC ACID"
2644,87125,"LINSEED OIL, BOILED"
3526,87160,"LINSEED OIL, POLYMER WITH MALEIC ANHYDRIDE AND TUNG OIL"
2645,87165,"LINSEED OIL WITH DRIERS"
2646,87175,"LINSEED-SOYA ALKYD RESIN"
361,87200,"LINURON"
1301,87300,"LION WASTE"
3924,87325,"LITHIUM CARBONATE"
5318,87335,"LITHIUM CHLORIDE"
3267,87350,"LITHIUM HYDROXIDE"
922,87400,"LITHIUM HYPOCHLORITE"
3268,87425,"LITHIUM PERCHLORATE"
5678,87435,"LITHIUM (PERFLUORO OCTANE) SULFONATE"
2647,87450,"LOCUST BEAN GUM"
2648,87500,"LONG OIL ALKYD 5070"
5252,87510,"LOW MOLECULAR WEIGHT PARAFFINIC OIL"
2649,87520,"LUBRIZOL 544"
2650,87520,"LUBRIZOL 8052A"
2651,87550,"LUNA YELLOW NB-L 1270"
3867,87585,"LUVISET CAP"
5789,87587,"LYSOPHOSPHATIDYL ETHANOLAMINE"
2652,87590,"MACROPLAST UK 8202/UK 5400"
2653,87600,"MACROPLAST VAX-11688/UK 5400"
2654,87700,"MAGNESIUM CARBONATE"
365,88000,"MAGNESIUM CHLORIDE"
2655,88100,"MAGNESIUM CHLORIDE, HEXAHYDRATE"
1718,88200,"MAGNESIUM LAURYL SULFATE"
3679,88205,"MAGNESIUM LIME"
3269,88210,"MAGNESIUM NITRATE"
2656,88220,"MAGNESIUM OXIDE"
2085,88250,"MAGNESIUM PHOSPHIDE"
2657,88270,"MAGNESIUM PYRITHIONE"
2658,88290,"MAGNESIUM SILICATE"
3270,88295,"MAGNESIUM STEARATE"
1339,88300,"MAGNESIUM SULFATE"
366,88400,"MALACHITE GREEN"
4076,88450,"MALAOXON"
367,88500,"MALATHION"
3272,88550,"MALEIC ANHYDRIDE"
3271,88560,"MALEIC ANHYDRIDE, POLYMER WITH 2,4,4-TRIMETHYL PENTANE, SODIUM SALT"
368,88600,"MALEIC HYDRAZIDE"
778,88700,"MALEIC HYDRAZIDE, DIETHANOLAMINE SALT"
2130,88750,"MALEIC HYDRAZIDE, POTASSIUM SALT"
1364,88800,"MALIC ACID"
2659,88850,"MALT EXTRACT"
211,88900,"MANCOZEB"
5961,88950,"MANDIPROPAMID"
369,89000,"MANEB"
3273,89030,"MANGANESE CARBAMATE"
3274,89040,"MANGANESE (II) OXIDE"
658,89050,"MANGANESE SULFATE"
3680,89075,"MANNITAN COCONUT OIL ESTER"
2660,89100,"MARK 495"
2661,89150,"MARK 565A"
2662,89200,"MARK 706"
2663,89250,"MARK 1500"
2664,89300,"MARK 1600"
2665,89350,"MARK 1601"
2666,89400,"MARK 1603"
2667,89450,"MARK 1607"
2668,89500,"MARTER WHITE 400"
2326,89550,"MCPA"
784,89600,"MCPA, ALKANOLAMINE SALT"
785,89700,"MCPA, BUTOXYETHANOL ESTER"
786,89800,"MCPA, DIMETHYLAMINE SALT"
5059,89850,"MCPA, 2-ETHYL HEXYL ESTER"
787,89900,"MCPA, ISOOCTYL ESTER"
788,90000,"MCPA, SODIUM SALT"
5055,90050,"MCPB"
641,90100,"MCPB, SODIUM SALT"
374,90150,"MCPP"
790,90200,"MCPP, DIETHANOLAMINE SALT"
1016,90300,"MCPP, DIMETHYLAMINE SALT"
2294,90350,"MCPP, ISOOCTYL ESTER"
1303,90400,"MCPP, POTASSIUM SALT"
5333,90500,"MCPP-P, DIMETHYLAMINE SALT"
5334,90525,"MCPP-P, 2-ETHYL HEXYL ESTER"
5335,90580,"MCPP-P, POTASSIUM SALT"
3681,90610,"MEAT"
3682,90620,"MEAT MEAL"
3683,90630,"MEAT SCRAPS"
2670,90633,"MEAT STOCK, HORMEL #6"
3684,90640,"MEDICATED BLOCK"
3685,90650,"MEDICATED FEED"
5111,90725,"MECOPROP-P"
4011,90750,"MEFENOXAM"
94011,90752,"MEFENOXAM, OTHER RELATED"
5082,90775,"MEFLUIDIDE"
1955,90800,"MEFLUIDIDE, DIETHANOLAMINE SALT"
5083,90825,"MEFLUIDIDE, POTASSIUM SALT"
2284,90850,"MELAMINE"
3686,90855,"MENHADEN OIL"
5255,90875,"P-MENTHANE-3,8-DIOL"
1074,90900,"MENTHOL"
2075,91000,"MEPIQUAT CHLORIDE"
5832,91005,"MEPIQUAT PENTABORATE"
556,91020,"2-MERCAPTOBENZOTHIAZOLE"
2671,91050,"2-MERCAPTO PYRIDINE"
372,91100,"MERCURIC CHLORIDE"
709,91300,"MERCURIC DIMETHYL DITHIOCARBAMATE"
3276,91380,"MERCURIC OLEATE"
955,91400,"MERCURIC OXIDE"
293,91600,"MERPHOS"
90293,91650,"MERPHOS, OTHER RELATED"
3277,91700,"MESITYL OXIDE"
5898,91725,"MESOSULFURON-METHYL"
378,92000,"META-CRESOL"
5935,92100,"METAFLUMIZONE"
2132,92150,"METALAXYL"
379,92200,"METALDEHYDE"
2125,92240,"METALLIC SILVER"
2672,92245,"META-MITRON"
616,92250,"METAM-SODIUM"
3935,92275,"METARHIZIUM ANISOPLIAE, VAR. ANISOPLIAE, STRAIN ESF1"
5983,92280,"METCONAZOLE"
1697,92300,"METHAMIDOPHOS"
3278,92400,"METHACRYLIC ACID"
3279,92405,"METHACRYLIC ACID, BUTYL ESTER"
1018,92500,"METHANOL"
2673,92550,"METHAZOLE"
1689,92560,"METHIDATHION"
5040,92565,"METHIDATHION OXON"
375,92570,"METHIOCARB"
4077,92580,"METHIOCARB SULFONE"
4078,92585,"METHIOCARB SULFOXIDE"
1563,92600,"METHIONINE"
383,92700,"METHOMYL"
1784,92750,"METHOPRENE"
5026,92760,"S-METHOPRENE"
384,92800,"METHOXYCHLOR"
90384,92900,"METHOXYCHLOR, OTHER RELATED"
3281,92910,"METHOXY-2,4-DIHYDROXY PENTENE"
5698,92912,"METHOXYFENOZIDE"
5117,92915,"2-METHOXY-5-NITRO PHENOL, SODIUM SALT"
2674,92925,"4-(P-METHOXYPHENYL)-3-BUTEN-2-ONE"
3971,92970,"METHYL ANTHRANILATE"
2676,92975,"N-METHYL ANTHRANILIC ACID, METHYL ESTER"
4025,92980,"METHYLATED FATTY ACIDS FROM CANOLA OIL"
942,93000,"METHYLATED NAPHTHALENE"
5292,93050,"METHYLATED SILICA"
3519,93055,"METHYLATED SOYBEAN OIL"
2178,93100,"METHYL BENZETHONIUM CHLORIDE"
385,93200,"METHYL BROMIDE"
5988,93210,"2-METHYL-1-BUTANOL"
3284,93250,"METHYL BUTYL KETONE"
3285,93275,"2-METHYL-3-BUTYN-2-OL"
4057,93280,"METHYL-CARBOFENTHION"
1205,93300,"METHYL CELLULOSE"
2677,93400,"METHYL CHLORIDE"
5295,93500,"1-METHYLCYCLOPROPENE"
1336,93600,"METHYL-2,3-DIBROMO PROPIONATE"
1437,93700,"METHYL-2,3-DICHLORO-9-HYDROXYFLUORENE-9-CARBOXYLATE"
1680,93800,"METHYL-2,7-DICHLORO-9-HYDROXYFLUORENE-9-CARBOXYLATE"
895,94000,"METHYL DODECYL BENZYL TRIMETHYL AMMONIUM CHLORIDE"
2678,94020,"METHYL DODECYL BENZYL TRIMETHYL AMMONIUM CHLORIDE 80% AND METHYL DODECYL XYLENE "
2679,94040,"METHYL DODECYL TRIMETHYL AMMONIUM CHLORIDE"
896,94100,"METHYL DODECYL XYLENE BIS (TRIMETHYL AMMONIUM CHLORIDE)"
6034,94175,"N,N-METHYLENEBISMORPHOLINE"
387,94200,"METHYLENE BLUE"
388,94300,"METHYLENE CHLORIDE"
1843,94450,"2,2-METHYLENE BIS(4,6-DICHLOROPHENOL), SODIUM SALT"
1185,94500,"METHYLENE BIS(THIOCYANATE)"
2165,94550,"2-METHYL-7(R),8(S)-EPOXY OCTADECANE"
3687,94555,"METHYL ESTERS OF COTTONSEED OIL"
2680,94556,"METHYL ETHYL KETONE"
6009,94557,"METHYL EUGENOL"
391,94558,"METHYL FORMATE"
3230,94560,"5-METHYL-2-HEXANONE"
3688,94575,"METHYL HYDROGENATED ROSINATE"
1803,94580,"ALPHA-METHYL-OMEGA-HYDROXYPOLY(OXYPROPYLENE)"
1005,94750,"METHYL PARA-HYDROXYBENZOATE"
1300,94900,"METHYL ISOBUTYL KETONE"
5825,94910,"(3S, 6R)-3-METHYL-6-ISOPROPENYL-9-DECEN-1-YL ACETATE"
5826,94920,"(3S, 6S)-3-METHYL-6-ISOPROPENYL-9-DECEN-1-YL ACETATE"
2039,94950,"2-METHYL-4-ISOTHIAZOLIN-3-ONE"
392,95000,"METHYL ISOTHIOCYANATE"
454,95200,"METHYLMERCURY DICYANO DIAMIDE"
2151,95300,"METHYL METHACRYLATE"
2437,95305,"METHYL METHACRYLATE, METHACRYLIC ACID, BUTYL ACRYLATE COPOLYMER"
2681,95325,"METHYL 2-([{(N-[4-METHOXY-6-METHYL-1,3,5-TRIAZIN-2-YL]-METHYL AMINO) CARBONYL) AMINO) SULFONYL) BENZOATE"
782,95400,"2-METHYL-1-NAPHTHALENE ACETAMIDE"
783,95500,"2-METHYL-1-NAPHTHALENE ACETIC ACID"
2169,95550,"N-(2-METHYL-1-NAPHTHYL) MALEIMIDE"
2682,95575,"1-((4-METHYL-2-NITROPHENYL) AZO) NAPHTHALENOL"
877,95600,"METHYL NONYL KETONE"
90877,95605,"METHYL NONYL KETONE, OTHER RELATED"
2683,95650,"N-METHYL-N-OLEOYLTAURINE, SODIUM SALT"
3286,95660,"METHYL PALMITATE"
4083,95800,"METHYL PARAOXON"
394,95900,"METHYL PARATHION"
90394,95905,"METHYL PARATHION, OTHER RELATED"
5134,95990,"2-METHYL-1,3-PROPANEDIOL"
5009,96150,"1-(1-METHYL-PROPOXYCARBONYL)-2-(2-HYDROXYETHYL)-PIPERIDINE"
1181,96200,"N-(4-METHYL-2-PYRIMIDINYL) SULFANILAMIDE"
3287,96225,"1-METHYL PYRROLIDINE"
2684,96250,"N-METHYL-2-PYRROLIDONE"
746,96300,"METHYL SALICYLATE"
3689,96310,"METHYL SILICONE RESINS"
3288,96350,"N-METHYL TAURINE"
3289,96360,"1-METHYL-1-TALL OIL AMIDO ETHYL-2-TALL OIL-IMIDAZOLINO METHOSULFATE"
3290,96370,"1-METHYL-1-TALLOWALKYLAMIDOETHYL-2-HEPTADECYLIMIDAZOLINIUM METHOSULFATE"
1324,96400,"METHYL-1,2,5,6-TETRAHYDRO-1-METHYL NICOTINATE, HYDROBROMIDE"
2685,96402,"METHYL THIOACETATE"
2290,96405,"1-METHYL-3,5,7-TRIAZA-1-AZONIA TRICYCLO (3.3.1.1.3.7) DECANE CHLORIDE"
2227,96410,"2,2'-(1-METHYLTRIMETHYLENEDIOXY)BIS-(4-METHYL-1,3,2-DIOXABORINANE)"
5013,96411,"2-METHYL-4,5-TRIMETHYLENE-4-ISOTHIAZOLIN-3-ONE"
3291,96413,"METHYL TRIOCTYL AMMONIUM CHLORIDE"
3531,96414,"METHYL TRITHION"
493,96415,"METIRAM"
5943,96420,"METOFLUTHRIN"
1996,96425,"METOLACHLOR"
5806,96426,"METOLACHLOR ETHANESULFONIC ACID"
5807,96427,"METOLACHLOR OXANILIC ACID"
5133,96435,"S-METOLACHLOR"
5990,96440,"METRAFENONE"
1692,96450,"METRIBUZIN"
4079,96455,"METRIBUZIN-DA"
2208,96475,"METRONIDAZOLE"
2222,96490,"METSULFURON-METHYL"
480,96500,"MEVINPHOS"
90480,96501,"MEVINPHOS, OTHER RELATED"
623,96700,"MEXACARBATE"
3690,96750,"MICA"
2686,96800,"MICROCRYSTALLINE CELLULOSE"
5763,96850,"MILBEMECTIN"
3564,96900,"MILK"
3692,97100,"MILLET SEED"
3693,97200,"MILORGANITE"
401,97400,"MINERAL OIL"
3846,97422,"MINERAL OIL, PETROLEUM DISTILLATES, SOLVENT REFINED LIGHT  "
3847,97423,"MINERAL OIL, PETROLEUM EXTRACT, HEAVY PARAFFINIC DISTILLATE"
2687,97425,"MINERAL SEAL OIL"
2688,97450,"MINERAL SPIRITS"
402,97600,"MIREX"
3695,97800,"MIXED ALKYL (C6-C10) SULFATES"
5800,97880,"MIXED VEGETABLE PROTEIN HYDROZYLATE"
1159,98000,"MODIFIED PHTHALIC GLYCEROL ALKYD RESIN"
744,98100,"MOLASSES"
449,98200,"MOLINATE"
4080,98210,"MOLINATE SULFOXIDE"
3903,98225,"MOLYBDENUM"
5914,98265,"MONOAMMONIUM PHOSPHATE"
5779,98270,"MONOAMMONIUM SALT OF PHOSPHOROUS ACID"
52,98300,"MONOCROTOPHOS"
1890,98450,"MONOETHANOLAMINE DODECYL BENZENE SULFONATE"
1053,98460,"MONOETHANOLAMINE LAURATE, MYRISTATE, AND RELATED COMPOUNDS"
5834,98462,"MONOMETHYL HEXAZINONE"
5777,98465,"MONOPOTASSIUM SALT OF PHOSPHOROUS ACID"
2691,98475,"MONOSODIUM GLUTAMATE"
5775,98525,"MONOSODIUM SALT OF PHOSPHOROUS ACID"
856,98550,"MONO (TRICHLORO) TETRA (MONOPOTASSIUM DICHLORO) PENTA-S-TRIAZINE"
5147,98580,"MONTMORILLONITE TYPE CLAY"
5012,98600,"MONTOK PEPPER"
408,98700,"MONURON"
409,98800,"MONURON-TCA"
3292,98900,"MORIN"
1936,98950,"MORPHOLINE"
3294,98975,"MORPHOLINE DODECYL BENZENE SULFONATE"
1263,99000,"MORPHOLINE ESTER OF ABEITIC AND OLEIC ACIDS"
1842,99050,"MORPHOLINE POLY ETHOXY ETHANOL"
2693,99150,"MORWET EFW"
2694,99200,"MORWET IP"
2695,99250,"MPMT"
34,99300,"MSMA"
4081,99325,"MTP"
1858,99350,"MUSCALURE"
5871,99355,"MUSCODOR ALBUS STRAIN QST 20799"
2245,99375,"MYCLOBUTANIL"
2189,99400,"MYRCENE"
2344,99450,"MYRISTYL ALCOHOL"
1276,99500,"MYRISTYL DIMETHYL AMMONIUM CHLORIDE"
3966,99550,"MYROTHECIUM VERRUCARIA, DRIED FERMENTATION SOLIDS & SOLUBLES, STRAIN AARC-0255"
423,99600,"NAA"
1344,99700,"NAA, AMMONIUM SALT"
749,99800,"NAA, ETHYL ESTER"
861,100000,"NAA, POTASSIUM SALT"
761,100100,"NAA, SODIUM SALT"
417,100200,"NABAM"
418,100500,"NALED"
1717,100700,"NAPHTHA, HEAVY AROMATIC"
421,100800,"NAPHTHALENE"
422,100820,"1-NAPHTHALENEACETAMIDE"
90421,100850,"NAPHTHALENE, OTHER RELATED"
2692,100900,"NAPHTHALENESULFONIC ACID, FORMALDEHYDE CONDENSATE, SODIUM SALT"
3295,100925,"NAPHTHALENE SULFONIC ACID/PARAMETALDEHYDE CONDENSATE, AMMONIUM SALT"
3296,100935,"NAPHTHENIC ACID, LEAD SALT"
1806,100950,"NAPHTHENIC SOAP"
886,101000,"2-NAPHTHOL"
2696,101097,"2-(ALPHA-NAPHTHOXY-4-HYDROXY)-N,N-DIETHYL PROPIONAMIDE"
2697,101100,"2-(ALPHA-NAPHTHOXY-5-HYDROXY)-N,N-DIETHYL PROPIONAMIDE"
2698,101250,"NAPHTHYL TRIAZOLE STILBENE MONOSULFONATE"
1728,101300,"NAPROPAMIDE"
2998,101325,"NAPTALAM"
437,101350,"NAPTALAM, SODIUM SALT"
424,101500,"NEBURON"
2699,101525,"NEO-DECANOIC ACID"
1183,101600,"NEOMYCIN SULFATE"
2268,101700,"NEROLIDOL"
3003,101800,"NEUESSENCE POWDER 411669"
5944,101900,"NICARBAZIN"
762,102000,"NICKEL"
3696,102100,"NICKEL DIETHYL HEXYL ACID PHOSPHATE COMPLEX"
2472,102110,"NICLOSAMIDE"
3829,102150,"NICOSULFURON"
75,102200,"NICOTINE"
430,102300,"NICOTINE SULFATE"
5129,102360,"NITHIAZINE"
490,102440,"NITRALIN"
439,102500,"NITRAPYRIN"
90439,102600,"NITRAPYRIN, OTHER RELATED"
2703,102750,"NITRIC ACID"
2704,102800,"NITRILE RUBBER"
3697,102825,"(NITRILO TRIS (METHYLENE)) TRIPHOSPHONIC ACID"
2113,102875,"4-(2-NITROBUTYL)MORPHOLINE"
2033,102900,"2-NITRO-1-BUTYL PHOSPHATE"
3298,102950,"NITRO ETHANE"
2030,103100,"N-(ALPHA-(1-NITROETHYL)BENZYL)ETHYLENEDIAMINE, POTASSIUM SALT"
592,103150,"NITROFEN"
2267,103175,"NITROGEN, LIQUIFIED"
2705,103200,"NITROGEN TRICHLORIDE"
3299,103250,"NITROMETHANE"
3300,103260,"P-NITROPHENOL"
3301,103270,"2-NITROPROPANE"
3302,103280,"NITROUS OXIDE"
432,103300,"NOA"
768,103400,"NOA, SODIUM SALT"
5448,103405,"NONACHLOR"
2739,103410,"NONANOIC ACID"
92739,103415,"NONANOIC ACID, OTHER RELATED"
3304,103550,"NONYL PHENOL"
3752,103710,"4-NONYLPHENOL, FORMALDEHYDE RESIN, ETHOXYLATED"
1788,103720,"4-NONYLPHENOL, FORMALDEHYDE RESIN, PROPOXYLATED"
3699,104290,"NONYL PHENYL POLY ETHYLENE SULFATE"
1743,104300,"ALPHA-(PARA-NONYLPHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE)"
2066,104305,"ALPHA-(PARA-NONYLPHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE), BRANCHED"
5016,104310,"ALPHA-(PARA-NONYLPHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE), PHOSPHATE ESTER"
3700,104350,"NONYL PHENYL POLY OXYETHYLENE ISOPROPYLAMINE"
3701,104450,"NONYL PHENYL POLY OXYETHYLENE SULFO SUCCINATE"
1610,104600,"NONYL PHENOXY POLY (OXYETHYLENE) AMINE SULFONATE ETHANOL - IODINE COMPLEX"
870,104650,"NONYL PHENOXY POLYOXYETHYLENE ETHANOL-IODINE COMPLEX"
2046,104760,"ALPHA-(PARA-NONYLPHENYL)-OMEGA-HYDROXYPOLY (OXYETHYLENE) SULFATE, AMMONIUM SALT"
3422,104762,"ALPHA-(PARA-NONYLPHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE) PHOSPHATE, SODIUM SALT"
2710,104770,"ALPHA-(PARA-NONYLPHENYL)-OMEGA-HYDROXYPOLY(OXYPROPYLENE)"
1649,104800,"ALPHA-(PARA-NONYL PHENYL)-OMEGA-HYDROXY POLY (OXYETHYLENE)SULFATE"
2709,104850,"NONYLPHENOL POLYOXETHYYLENE POLYOXYPROPYLENE BLOCK COPOLYMER"
2711,104900,"NORBORMIDE"
435,105200,"NOREA"
90435,105300,"NOREA, OTHER RELATED"
2019,105325,"NORFLURAZON"
2137,105450,"NOSEMA LOCUSTAE SPORES"
2712,105475,"NOURY DRY COBALT 12%"
5754,105480,"NOVALURON"
5816,105481,"NOVIFLUMURON"
2713,105485,"N-TDF"
2714,105495,"NUODEX NAPHTHENATE COBALT 6% CATALYST"
1777,105497,"N-OCTADECENYL-1,3-PROPANE DIAMINE MONOGLUCONATE"
2715,105500,"NUOSTABE V-1913"
6023,105505,"NURANONE"
3702,105510,"NUTRIA MEAT"
2716,105520,"NUXTRA CALCIUM 6% CATALYST"
2717,105540,"NUXTRA CALCIUM 8% CATALYST"
2718,105550,"NUXTRA MANGANESE 9% CATALYST"
2719,105560,"NUXTRA MANGANESE 12% CATALYST"
3703,105562,"NYLON"
3704,105563,"OATMEAL"
3705,105564,"OATS"
5773,105565,"OCEANIC CLAY"
2720,105567,"OCHRATOXIN A"
5859,105568,"3,13 OCTADECADIEN-1-YL ACETATE"
2817,105570,"ALPHA-OCTADECYL-OMEGA-HYDROXYPOLY(OXYPROPYLENE)"
3306,105572,"2,2'-OCTADECYL IMINO DIETHANOL"
3753,105575,"ALPHA-OCTADECYLPHENYL-OMEGA-HYDROXYPOLY(OXYETHYLENE)"
5920,105576,"OCTANOL"
4029,105580,"1-OCTEN-3-OL"
1881,105590,"OCTHILINONE"
27,105600,"OCTYLAMMONIUM METHANEARSONATE"
396,105650,"N-OCTYL BICYCLOHEPTENE DICARBOXIMIDE"
1709,105700,"OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE"
2721,105725,"OCTYL DIMETHYL P-AMINOBENZOIC ACID"
1947,105750,"OCTYL DODECYL DIMETHYL AMMONIUM CHLORIDE"
2722,105800,"OCTYL EPOXYTALLATE"
3706,105805,"N-OCTYL GLUCOSIDE"
3707,105807,"ALPHA-OCTYL-OMEGA-HYDROXYPOLY(OXYETHYLENE) POLY(OXYPROPYLENE)"
3588,105808,"ALPHA-OCTYLPHENYL-OMEGA-BENZYLPOLY(OXYETHYLENE)"
1244,105810,"ALPHA-OCTYLPHENYL-OMEGA-HYDROXYPOLY(OXYETHYLENE)"
2172,105850,"OCTYLPHENOXY POLYETHOXY ETHANOL - IODINE COMPLEX"
1051,106100,"OIL OF ANISE"
2072,106300,"OIL OF BAY"
1517,106400,"OIL OF BERGAMOT"
5847,106500,"OIL OF BLACK PEPPER"
897,106600,"OIL OF CAMPHOR SASSAFRASSY"
1011,106800,"OIL OF CEDARWOOD"
1524,106900,"OIL OF CHENOPODIUM"
143,107000,"OIL OF CITRONELLA"
1931,107025,"OIL OF CITRUS"
1887,107050,"OIL OF GERANIUM"
1639,107100,"OIL OF HARDWOOD"
5063,107115,"OIL OF JASMINE"
3833,107125,"OIL OF JOJOBA"
1888,107150,"OIL OF LAVENDER"
440,107200,"OIL OF LEMON"
5782,107210,"OIL OF LEMON EUCALYPTUS"
1136,107300,"OIL OF LEMONGRASS"
1009,107305,"OIL OF LEMONGRASS"
2248,107325,"OIL OF LINSEED"
1961,107350,"OIL OF MINK"
1153,107400,"OIL OF MUSTARD"
441,107500,"OIL OF ORANGE"
1325,107550,"OIL OF PENNYROYAL"
2058,107600,"OIL OF PEPPERMINT"
2246,107625,"OIL OF PINE TAR"
2206,107650,"OIL OF RUE"
1508,107700,"OIL OF SPEARMINT"
1156,108200,"OLEIC ACID"
3310,108205,"OLEIC ACID ESTER OF TETRA (HYDROXY ETHYL) ETHYLENE DIAMINE"
3933,108206,"OLEIC ACID, ETHYL ESTER"
3311,108207,"OLEIC ACID, GLYCERYL ESTER"
2266,108210,"OLEIC ACID, METHYL ESTER"
865,108220,"OLEIC ACID, POTASSIUM SALT"
1817,108230,"OLEIC ACID, SODIUM SALT"
1807,108250,"OLEIC AND LINOLEIC ACID, MIXED POTASSIUM SALTS"
2723,108260,"OLEIC DIETHANOLAMIDE"
1273,108300,"OLEIC, LINOLEIC AND RESIN ACIDS, SODIUM SALTS"
3313,108400,"OLEYL ALCOHOL"
2810,108425,"ALPHA-OLEYL-OMEGA-HYDROXYPOLY(OXYETHYLENE)"
3314,108450,"N-OLEYL-1,3-PROPYLENE DIAMINE"
3710,108525,"OLIVE OIL"
2285,108600,"OMETHOATE"
446,108700,"OMPA"
90446,108800,"OMPA, OTHER RELATED"
2724,108850,"150 SOLVENT NEUTRAL BP 901 BASE OIL"
3711,108865,"ONIONS"
3712,108880,"ORANGE PULP"
5179,108890,"ORCHEX 796 OIL"
3997,108903,"ORGANO/MODIFIED POLYSILOXANE"
5231,108904,"ORGANOSILICONE, POLY OXYALKYLENE ETHER COPOLYMER"
3894,108905,"ORTHO-FORMIC ACID, TRIETHYL ESTER"
5904,108910,"ORTHOSULFAMURON"
2726,109000,"ORVUS ES PASTE CONCENTRATE"
1868,109050,"ORYZALIN"
452,109100,"OVEX"
2017,109150,"OXADIAZON"
3539,109175,"OXADIXYL"
899,109200,"OXALIC ACID"
1910,109225,"OXAMYL"
2727,109230,"OXANILIC ACID, SODIUM SALT"
3951,109235,"OXAZOLIDINE E"
1741,109250,"2,2-OXYBIS (4-DODECYL BENZENE SULFONATE)"
1402,109300,"10,10'-OXYBISPHENOXYARSINE"
792,109350,"2,2'-OXYBIS (4,4,6-TRIMETHYL-1,3,2-DIOXABORINANE)"
1434,109360,"OXYCARBOXIN"
382,109375,"OXYDEMETON-METHYL"
1362,109400,"OXYDIETHYLENE BIS (ALKYL DIMETHYL AMMONIUM CHLORIDE), ALKYL DERIVED FROM COCONUT OIL FATTY ACIDS"
2729,109440,"OXYETHYLATED-AMINE"
2730,109460,"OXYETHYLENE METHYL SILOXANE"
1973,109475,"OXYFLUORFEN"
1767,109550,"OXYGENATED SOLVENTS"
5455,109565,"OXYPURINOL"
3832,109575,"OXYTETRACYCLINE, CALCIUM COMPLEX"
1798,109580,"OXYTETRACYCLINE HYDROCHLORIDE"
91798,109581,"OXYTETRACYCLINE HYDROCHLORIDE, OTHER RELATED"
410,109600,"OXYTHIOQUINOX"
3714,109605,"OYSTER SHELLS"
2259,109610,"PACLOBUTRAZOL"
3964,109612,"PAECILOMYCES FUMOSOROSEUS APOPKA STRAIN 97"
5861,109613,"PAECILOMYCES LILACINUS STRAIN 251"
3715,109615,"PAINT"
3716,109620,"PALMITAMINE OXIDE"
3315,109625,"PALMITIC ACID"
2731,109630,"PALM OIL"
2732,109635,"PANASOL AN-3"
2733,109640,"PANASOL AN-2"
5945,109641,"PANTOEA AGGLOMERANS STRAIN E325, NRRL B-21856"
3717,109642,"PAPAIN"
3718,109644,"PAPER"
3719,109648,"PAPRIKA"
1214,109700,"PARAFFIN WAX"
3721,109725,"PARAFFIN WAXES AND HYDROCARBON WAXES, CHLORINATED"
3545,109750,"PARAFFIN WAXES (PETROLEUM) HYDROTREATED"
456,109800,"PARAFORMALDEHYDE"
4082,109900,"PARAOXON"
458,110000,"PARAQUAT BIS(METHYLSULFATE)"
1601,110100,"PARAQUAT DICHLORIDE"
459,110300,"PARATHION"
